b,g,r,pele
122,154,225,1
124,128,186,1
136,176,224,1
68,80,134,1
120,160,213,1
116,219,214,2
86,113,180,1
167,163,115,2
51,102,152,1
164,164,116,2
180,179,135,2
51,94,143,1
119,152,221,1
53,55,19,2
142,141,83,2
174,170,117,2
141,178,252,1
2,1,0,2
239,230,226,2
111,162,218,1
198,209,253,1
103,152,228,1
116,119,174,1
41,44,12,2
119,121,69,2
78,87,131,1
101,141,199,1
134,137,92,2
174,180,125,2
114,154,213,1
0,0,1,2
177,193,246,1
105,109,162,1
171,170,119,2
106,104,50,2
170,165,120,2
141,178,222,1
227,208,229,2
14,13,0,2
104,145,207,1
57,59,23,2
194,193,155,2
141,140,84,2
50,52,30,2
74,29,246,2
20,21,11,2
113,120,129,2
186,186,146,2
125,159,218,1
82,91,128,1
148,187,255,1
62,62,22,2
136,135,191,1
125,157,223,1
131,135,130,2
195,208,254,1
100,138,196,1
155,157,111,2
167,183,229,1
150,150,102,2
162,178,225,1
182,179,135,2
168,182,235,1
64,118,173,1
200,209,252,1
171,185,237,1
82,121,195,1
105,147,214,1
142,181,226,1
111,123,177,1
198,196,161,2
168,182,235,1
40,41,25,2
165,161,112,2
198,90,79,2
91,135,218,1
180,177,132,2
157,194,254,1
168,182,231,1
53,93,142,1
114,146,212,1
53,54,20,2
157,194,255,1
179,179,133,2
193,193,157,2
135,145,155,2
152,190,254,1
116,122,175,1
97,124,181,1
159,163,122,2
173,172,122,2
130,162,227,1
95,142,198,1
128,158,223,1
157,177,232,1
132,165,228,1
169,170,128,2
173,172,122,2
129,160,229,1
149,148,92,2
150,152,100,2
94,140,211,1
173,171,123,2
80,51,198,2
60,64,23,2
152,155,110,2
117,116,58,2
147,145,91,2
57,54,46,2
102,106,159,1
146,186,251,1
150,188,253,1
59,41,200,2
174,190,237,1
104,142,220,1
81,89,129,1
198,196,161,2
74,77,32,2
47,91,144,1
118,155,217,1
129,130,88,2
92,138,222,1
128,136,96,2
177,176,126,2
138,164,231,1
53,54,20,2
132,172,225,1
198,198,158,2
3,2,4,2
171,170,120,2
102,137,205,1
86,92,133,1
87,163,255,2
125,156,225,1
169,182,238,1
118,158,210,1
133,173,222,1
132,85,93,2
143,147,118,2
195,194,156,2
200,198,163,2
111,151,209,1
162,177,233,1
118,151,220,1
136,138,92,2
127,166,218,1
182,179,135,2
84,113,182,1
34,90,139,1
55,96,145,1
137,175,233,1
158,195,255,1
73,111,165,1
76,82,127,1
55,81,217,2
138,141,92,2
117,55,37,2
57,79,214,2
56,62,27,2
77,128,190,1
125,161,225,1
205,212,255,1
152,190,254,1
201,200,162,2
3,0,2,2
96,134,192,1
132,173,222,1
177,174,129,2
37,77,135,1
33,35,6,2
178,178,132,2
119,239,205,2
120,171,233,1
66,67,23,2
125,128,103,2
141,144,95,2
99,122,148,1
184,178,135,2
167,163,115,2
168,182,235,1
157,173,226,1
186,185,141,2
56,57,23,2
135,160,216,1
130,171,226,1
70,74,25,2
5,5,0,2
180,179,135,2
62,56,19,2
182,179,135,2
56,27,236,2
255,0,128,2
120,119,61,2
165,164,114,2
0,0,255,2
30,30,16,2
62,63,29,2
184,182,141,2
53,110,?,1
121,158,220,1
178,175,131,2
191,190,152,2
30,69,47,2
75,80,125,1
131,152,227,1
181,181,135,2
143,160,223,1
120,123,178,1
131,163,229,1
193,192,154,2
175,171,130,2
15,16,6,2
49,103,163,1
160,164,122,2
168,183,229,1
50,96,160,1
46,88,133,1
253,255,255,2
172,186,239,1
121,158,216,1
104,152,224,1
202,200,165,2
19,16,11,2
81,90,128,1
87,85,31,2
59,121,185,1
90,68,247,2
27,27,3,2
169,184,233,1
19,18,8,2
187,181,138,2
166,165,115,2
47,77,132,1
255,255,255,2
63,62,41,2
172,170,122,2
166,180,229,1
170,186,232,1
152,190,232,1
114,152,210,1
137,137,91,2
157,194,255,1
73,83,123,1
94,92,38,2
122,202,255,2
171,170,119,2
172,172,126,2
102,144,209,1
174,172,124,2
32,33,7,2
177,175,127,2
53,57,22,2
96,149,222,1
197,197,157,2
33,33,3,2
42,92,152,1
255,255,128,2
153,156,111,2
88,185,241,2
80,89,127,1
183,179,138,2
153,189,225,1
151,154,108,2
59,106,158,1
157,160,135,2
39,40,8,2
157,174,217,1
148,166,231,1
105,154,222,1
171,170,120,2
126,164,218,1
179,177,129,2
154,181,232,1
174,185,235,1
176,173,129,2
44,65,120,1
114,147,220,1
130,170,222,1
54,102,150,1
171,170,120,2
48,49,15,2
97,79,62,2
198,199,209,2
21,13,228,2
177,175,127,2
53,94,143,1
162,164,118,2
136,139,90,2
179,176,131,2
38,38,26,2
164,183,228,1
211,108,99,2
140,139,81,2
153,191,255,1
148,144,95,2
162,161,111,2
128,167,219,1
199,197,162,2
110,151,213,1
95,135,200,1
180,180,134,2
162,161,110,2
118,124,177,1
29,76,120,1
196,195,157,2
160,165,133,2
233,189,152,2
150,168,215,1
198,196,161,2
55,56,24,2
197,196,158,2
161,182,243,1
198,198,158,2
91,69,248,2
181,178,134,2
43,94,156,1
195,194,160,2
120,121,65,2
52,52,12,2
183,177,136,2
111,154,217,1
156,161,116,2
255,251,186,2
178,175,131,2
176,192,234,1
109,142,211,1
173,187,239,1
25,67,42,2
92,137,218,1
55,56,22,2
154,153,97,2
179,177,129,2
51,102,158,1
116,154,219,1
184,185,146,2
152,183,238,1
142,177,227,1
73,75,29,2
122,158,222,1
182,179,135,2
204,202,168,2
170,186,228,1
116,120,173,1
51,52,18,2
19,16,2,2
68,70,24,2
83,91,131,1
101,156,229,1
100,146,223,1
152,190,254,1
178,177,127,2
48,95,149,1
35,35,19,2
61,61,61,2
33,78,121,1
202,209,218,2
2,1,0,2
73,74,35,2
8,20,8,2
83,50,201,2
154,158,122,2
173,161,113,2
15,24,141,2
89,134,215,1
100,137,211,1
160,173,229,1
185,185,139,2
161,167,132,2
62,66,24,2
183,182,138,2
88,89,50,2
151,178,229,1
52,79,213,2
76,83,126,1
139,182,249,1
201,200,162,2
173,180,123,2
201,211,251,1
139,139,85,2
63,66,27,2
76,72,178,2
94,133,188,1
96,140,217,1
178,178,130,2
159,189,248,1
170,168,120,2
37,0,146,2
162,165,116,2
121,146,166,1
151,153,94,2
80,83,34,2
128,130,88,2
48,101,158,1
205,202,204,2
157,101,184,2
61,123,187,1
53,57,22,2
58,118,177,1
255,0,128,2
12,13,11,2
142,178,224,1
168,166,118,2
182,177,138,2
129,65,65,2
18,49,34,2
145,148,99,2
94,141,223,1
203,201,167,2
178,175,131,2
43,42,8,2
122,153,222,1
199,197,162,2
122,159,221,1
174,172,124,2
50,53,38,2
146,145,89,2
204,214,254,1
200,196,161,2
201,200,162,2
118,145,209,1
86,87,31,2
76,79,30,2
167,164,113,2
58,25,236,2
167,165,117,2
136,171,227,1
187,189,137,2
120,158,216,1
11,25,137,2
20,17,2,2
63,124,186,1
123,146,226,1
125,175,39,2
54,55,21,2
172,171,121,2
194,192,158,2
115,153,211,1
167,163,114,2
133,155,53,2
183,182,138,2
147,168,135,2
59,56,11,2
80,88,128,1
115,118,173,1
14,8,187,2
95,133,187,1
147,189,255,1
176,174,126,2
98,149,222,1
185,183,142,2
180,177,132,2
211,193,182,2
145,187,252,1
154,163,227,1
168,165,114,2
111,149,213,1
60,122,186,1
172,95,156,2
198,198,158,2
133,158,220,1
142,181,249,1
150,149,93,2
198,209,253,1
104,105,61,2
52,53,13,2
4,0,72,2
157,184,234,1
9,5,4,2
150,188,253,1
26,27,7,2
49,93,140,1
115,153,211,1
149,148,90,2
182,179,135,2
19,16,1,2
31,57,27,2
188,186,146,2
64,128,199,1
201,210,253,1
193,192,154,2
177,174,129,2
69,71,25,2
132,132,78,2
183,181,133,2
173,171,123,2
156,159,120,2
53,104,154,1
139,141,121,2
98,150,226,1
234,117,102,2
128,130,184,1
36,36,12,2
110,153,210,1
173,187,236,1
123,126,181,1
105,147,214,1
91,89,35,2
68,82,130,1
54,55,21,2
145,183,231,1
146,186,251,1
197,196,158,2
147,171,231,1
146,170,222,1
2,4,0,2
179,179,133,2
74,82,122,1
203,201,161,2
164,163,113,2
165,164,114,2
93,112,173,1
147,146,90,2
151,187,223,1
161,164,125,2
78,124,188,1
151,189,253,1
161,177,220,1
114,150,214,1
199,198,160,2
201,197,162,2
128,158,215,1
177,174,129,2
45,46,12,2
94,137,216,1
159,174,223,1
144,164,219,1
58,93,143,1
118,122,70,2
147,185,233,1
147,187,252,1
64,65,23,2
45,93,141,1
66,99,148,1
108,150,219,1
164,163,113,2
1,1,1,2
234,190,153,2
139,138,80,2
40,40,28,2
197,195,155,2
175,189,241,1
57,62,23,2
120,158,222,1
64,128,199,1
77,86,124,1
179,180,138,2
182,179,135,2
173,172,122,2
52,47,192,2
36,35,9,2
50,97,149,1
164,162,114,2
111,157,228,1
154,97,220,2
62,62,22,2
162,160,112,2
9,191,0,2
0,1,0,2
141,174,223,1
59,116,178,1
157,194,255,1
86,133,214,1
64,123,179,1
79,162,255,2
61,125,190,1
60,118,177,1
53,100,154,1
9,4,6,2
118,164,222,1
177,174,129,2
76,118,195,1
130,167,219,1
178,175,130,2
63,108,159,1
117,149,208,1
124,81,54,2
178,175,131,2
196,230,199,2
175,172,127,2
144,169,231,1
255,128,0,2
119,158,210,1
148,190,255,1
93,128,194,1
15,14,0,2
42,96,156,1
193,192,154,2
173,170,125,2
62,63,23,2
109,66,9,2
124,157,206,1
122,157,223,1
171,170,120,2
98,105,54,2
117,120,175,1
71,82,120,1
51,94,143,1
169,166,122,2
201,200,162,2
57,98,143,1
4,2,0,2
168,165,114,2
67,132,193,1
180,177,133,2
97,144,225,1
161,174,226,1
90,145,212,1
201,200,162,2
16,15,5,2
179,178,134,2
123,164,227,1
0,0,255,2
31,32,6,2
160,158,110,2
138,136,136,2
70,67,46,2
183,183,137,2
44,47,31,2
152,190,254,1
125,152,209,1
136,173,223,1
49,55,20,2
95,95,41,2
56,60,24,2
0,4,164,2
132,133,191,1
180,178,137,2
185,176,142,2
59,118,174,1
179,177,129,2
53,54,20,2
194,192,151,2
79,88,125,1
131,170,222,1
102,103,64,2
52,92,140,1
85,84,100,2
200,198,163,2
178,175,131,2
107,106,48,2
98,145,219,1
174,190,232,1
82,96,148,1
169,173,154,2
36,38,8,2
175,175,127,2
171,168,123,2
204,203,169,2
199,197,162,2
0,0,167,2
21,22,2,2
127,160,229,1
0,0,1,2
170,168,120,2
177,178,136,2
168,169,119,2
144,181,255,1
55,59,18,2
246,251,250,2
199,197,162,2
177,174,129,2
156,171,233,1
172,167,122,2
67,136,205,1
69,78,121,1
61,101,153,1
162,178,225,1
148,145,94,2
161,176,222,1
156,158,116,2
198,194,159,2
136,176,224,1
178,178,132,2
135,177,242,1
36,38,8,2
61,104,155,1
201,200,162,2
185,173,131,2
128,174,222,1
156,156,156,2
169,166,115,2
177,175,127,2
178,175,130,2
63,68,23,2
100,142,211,1
127,158,227,1
121,151,206,1
198,211,255,1
155,159,123,2
97,141,218,1
178,178,130,2
41,106,84,2
101,138,196,1
152,190,254,1
156,174,221,1
170,184,237,1
53,110,172,1
228,239,243,2
62,62,22,2
31,32,6,2
48,90,137,1
119,152,215,1
81,92,130,1
205,215,255,1
76,128,194,1
90,87,42,2
230,216,80,2
182,173,129,2
118,122,173,1
131,138,93,2
56,53,22,2
23,19,0,2
115,152,214,1
204,203,169,2
76,83,126,1
133,162,231,1
109,147,225,1
145,167,232,1
20,18,0,2
103,107,65,2
118,154,218,1
103,101,47,2
181,178,134,2
198,198,158,2
79,115,185,1
55,60,21,2
85,137,207,1
120,155,219,1
208,205,207,2
156,158,122,2
159,163,122,2
171,170,119,2
161,182,233,1
22,16,3,2
182,181,131,2
140,140,86,2
119,122,177,1
46,100,163,1
101,136,202,1
174,172,124,2
129,128,77,2
102,133,188,1
185,184,140,2
96,151,224,1
223,223,223,2
168,159,122,2
105,147,218,1
126,128,86,2
159,196,255,1
93,91,37,2
170,189,226,1
66,69,24,2
199,197,162,2
32,33,7,2
4,0,72,2
152,190,254,1
138,138,138,2
137,172,216,1
62,90,137,1
175,172,127,2
104,123,161,1
132,135,96,2
49,48,14,2
0,1,0,2
145,185,250,1
140,179,223,1
49,69,127,1
181,103,180,2
30,31,5,2
137,137,191,1
177,175,127,2
201,200,162,2
52,94,141,1
79,48,209,2
63,121,180,1
67,108,187,1
124,158,224,1
84,90,131,1
175,170,131,2
125,157,223,1
180,178,137,2
101,118,229,2
53,100,151,1
180,178,130,2
164,162,114,2
198,198,158,2
75,126,189,1
96,133,183,1
109,150,219,1
162,160,112,2
42,46,41,2
12,67,58,2
163,162,112,2
14,14,0,2
200,198,157,2
58,117,179,1
86,133,214,1
94,77,58,2
61,61,13,2
89,141,217,1
127,167,220,1
57,105,157,1
171,169,121,2
79,50,199,2
53,73,130,1
129,169,221,1
146,171,233,1
167,188,240,1
167,166,122,2
172,170,122,2
202,211,254,1
171,187,233,1
162,160,120,2
67,65,35,2
148,191,248,1
109,113,114,2
114,120,173,1
94,138,221,1
172,175,126,2
137,178,227,1
17,24,17,2
253,133,91,2
144,146,104,2
62,62,22,2
206,218,254,1
79,87,127,1
125,146,168,1
157,156,122,2
76,111,179,1
148,188,253,1
117,153,223,1
91,90,34,2
122,142,167,1
202,201,163,2
133,88,37,2
157,156,100,2
199,197,162,2
178,178,132,2
48,94,141,1
187,186,142,2
79,85,128,1
52,53,19,2
125,128,183,1
183,184,140,2
59,106,157,1
60,86,222,2
117,168,34,2
127,162,226,1
139,181,250,1
0,0,172,2
164,163,113,2
108,110,64,2
30,209,248,2
19,16,11,2
130,155,229,1
77,80,30,2
209,218,255,1
163,197,255,1
130,164,223,1
94,90,149,2
204,214,254,1
32,33,7,2
91,97,150,1
145,144,88,2
95,143,221,1
202,201,163,2
133,176,239,1
185,183,143,2
136,137,97,2
162,161,111,2
127,158,227,1
145,140,142,2
197,194,149,2
75,119,172,1
80,83,28,2
191,187,146,2
133,164,233,1
149,189,254,1
128,163,227,1
79,87,127,1
146,182,230,1
116,149,218,1
174,172,132,2
157,194,255,1
173,171,123,2
156,174,221,1
164,160,112,2
179,176,131,2
66,125,187,1
23,14,4,2
166,187,248,1
140,140,86,2
126,126,66,2
138,149,157,2
37,88,61,2
125,171,218,1
120,153,203,1
104,153,223,1
179,177,142,2
198,198,158,2
125,165,213,1
163,197,255,1
180,179,135,2
102,155,222,1
134,135,103,2
134,105,90,2
231,241,248,2
200,198,163,2
130,165,221,1
205,204,170,2
99,135,205,1
236,194,159,2
151,189,253,1
90,85,147,2
95,146,219,1
138,140,88,2
147,166,234,1
117,157,216,1
70,134,198,1
77,87,127,1
151,181,228,1
27,137,111,2
208,192,175,2
79,81,39,2
113,151,215,1
44,90,137,1
173,172,122,2
68,66,18,2
115,114,56,2
255,0,128,2
31,96,70,2
99,144,218,1
181,179,131,2
149,187,251,1
150,161,221,1
181,178,133,2
67,118,181,1
157,173,220,1
92,135,214,1
199,197,162,2
179,177,136,2
164,163,113,2
57,118,184,1
178,176,128,2
119,151,210,1
0,0,183,2
117,155,220,1
145,144,88,2
119,122,83,2
251,232,229,2
102,101,45,2
119,158,210,1
93,92,36,2
170,168,120,2
91,123,118,2
166,163,112,2
193,190,146,2
201,211,251,1
69,135,200,1
114,171,232,1
50,91,140,1
13,13,7,2
151,189,253,1
129,164,220,1
185,107,171,2
144,141,90,2
111,85,71,2
236,243,246,2
143,182,244,1
150,152,100,2
51,121,188,1
139,176,220,1
176,174,126,2
0,87,231,2
152,190,254,1
72,80,120,1
201,199,164,2
46,114,181,1
148,166,231,1
185,168,159,2
111,107,58,2
171,192,243,1
127,157,222,1
116,158,223,1
169,182,238,1
56,103,154,1
200,211,255,1
127,164,220,1
134,116,117,2
113,151,215,1
169,139,122,2
159,175,222,1
70,73,41,2
70,86,122,1
75,83,123,1
127,166,218,1
58,59,20,2
126,151,171,1
171,172,128,2
126,129,184,1
110,109,53,2
75,91,128,1
169,169,129,2
129,171,218,1
150,184,230,1
9,40,25,2
14,43,20,2
91,137,215,1
102,152,224,1
168,164,115,2
174,96,150,2
74,128,193,1
139,166,217,1
164,160,112,2
90,138,216,1
144,145,89,2
132,171,223,1
3,1,1,2
227,159,94,2
103,104,54,2
32,33,7,2
164,163,113,2
137,138,88,2
54,119,188,1
12,10,0,2
172,171,121,2
78,87,125,1
179,176,132,2
164,163,113,2
184,184,138,2
132,135,86,2
47,100,157,1
82,125,188,1
16,7,188,2
44,89,140,1
61,65,23,2
201,200,162,2
81,125,186,1
35,35,5,2
144,168,226,1
150,188,252,1
10,11,9,2
60,117,178,1
127,167,219,1
161,178,227,1
32,36,24,2
140,143,97,2
170,185,231,1
3,5,0,2
177,192,238,1
197,195,160,2
174,173,123,2
57,122,177,1
175,172,127,2
153,191,255,1
175,172,127,2
180,179,135,2
130,167,227,1
14,7,182,2
63,113,171,1
58,119,185,1
157,160,128,2
115,121,174,1
60,87,221,2
87,84,33,2
9,8,4,2
106,141,207,1
117,150,219,1
81,78,50,2
154,155,111,2
172,171,121,2
99,148,222,1
6,7,0,2
69,56,24,2
172,171,121,2
179,193,241,1
84,98,134,1
124,155,224,1
255,0,0,2
148,147,91,2
181,178,134,2
164,138,121,2
118,149,172,1
110,150,209,1
151,163,229,1
99,139,197,1
53,102,170,1
179,169,129,2
182,179,135,2
172,172,126,2
181,182,140,2
139,177,225,1
116,156,209,1
66,127,189,1
121,154,223,1
204,203,169,2
164,198,234,1
57,57,21,2
159,162,123,2
164,162,114,2
124,155,224,1
70,97,134,1
157,197,255,1
171,185,227,1
197,206,250,1
141,181,246,1
62,63,29,2
131,168,220,1
133,136,191,1
186,186,146,2
118,151,200,1
137,170,226,1
178,177,133,2
182,182,136,2
201,199,164,2
79,82,33,2
113,151,216,1
178,175,131,2
152,190,254,1
202,200,166,2
130,170,223,1
107,212,209,2
199,199,159,2
96,146,222,1
12,15,0,2
124,160,214,1
178,174,133,2
54,55,21,2
172,168,119,2
16,14,3,2
178,175,131,2
40,67,124,1
113,112,54,2
57,119,190,1
202,183,180,2
12,17,150,2
153,194,249,1
181,176,137,2
0,0,168,2
181,178,134,2
125,132,89,2
111,117,170,1
77,115,193,1
48,64,123,1
50,106,153,1
154,164,228,1
134,136,190,1
198,210,252,1
172,171,121,2
4,1,0,2
173,173,119,2
95,143,221,1
116,115,57,2
26,24,6,2
48,49,5,2
157,173,219,1
53,110,172,1
44,100,149,1
38,39,7,2
80,53,210,2
132,173,228,1
79,90,128,1
183,181,141,2
86,89,57,2
141,181,246,1
165,165,117,2
201,200,162,2
55,105,157,1
74,76,34,2
188,151,53,2
123,163,222,1
51,53,17,2
2,0,0,2
164,166,114,2
144,146,104,2
67,99,255,2
69,70,26,2
175,173,125,2
150,153,107,2
97,148,221,1
55,97,150,1
151,188,246,1
201,200,162,2
63,68,23,2
78,91,129,1
18,14,3,2
96,97,81,2
52,104,150,1
75,79,38,2
149,148,92,2
162,176,229,1
137,165,230,1
147,168,22,2
255,0,255,2
116,115,57,2
96,140,217,1
125,132,189,1
181,179,138,2
165,164,114,2
48,105,150,1
178,175,131,2
178,180,121,2
199,197,163,2
175,175,129,2
168,184,227,1
175,173,125,2
173,172,121,2
170,169,119,2
179,174,129,2
49,18,223,2
104,108,161,1
169,171,125,2
8,5,0,2
181,179,138,2
193,192,154,2
55,22,233,2
54,74,131,1
84,92,132,1
114,113,55,2
138,139,89,2
178,177,133,2
5,2,0,2
122,152,223,1
138,139,89,2
147,148,128,2
22,20,2,2
162,161,111,2
172,168,119,2
202,212,252,1
110,109,51,2
154,190,254,1
247,249,249,2
182,180,132,2
114,16,100,2
197,123,67,2
55,53,18,2
160,159,108,2
125,128,183,1
79,87,127,1
118,152,211,1
185,183,135,2
173,172,122,2
74,89,128,1
80,92,132,1
157,159,129,2
152,190,254,1
115,148,217,1
28,25,20,2
75,90,129,1
60,89,56,2
76,79,34,2
129,129,129,2
48,96,148,1
129,163,216,1
55,107,153,1
122,153,222,1
18,17,0,2
106,141,197,1
49,103,158,1
131,161,226,1
103,155,222,1
198,198,158,2
195,193,152,2
81,159,122,2
114,116,170,1
86,119,192,1
96,139,212,1
184,182,141,2
200,209,253,1
163,165,119,2
175,191,234,1
142,131,81,2
163,75,165,2
55,110,167,1
200,198,163,2
180,180,134,2
181,178,134,2
172,173,129,2
8,6,6,2
199,200,166,2
80,86,127,1
135,170,220,1
59,54,215,2
134,112,101,2
156,159,120,2
63,87,133,1
179,177,129,2
152,151,100,2
54,55,21,2
83,129,200,1
56,97,146,1
130,156,203,1
50,100,153,1
80,118,196,1
1,2,0,2
253,255,255,2
199,197,162,2
165,181,234,1
74,88,146,1
143,142,84,2
0,1,1,2
14,8,3,2
68,69,27,2
200,198,163,2
108,140,163,1
142,158,217,1
50,97,149,1
76,50,204,2
237,199,164,2
255,0,255,2
199,197,163,2
170,171,121,2
44,98,151,1
169,182,238,1
56,109,172,1
97,146,220,1
198,194,159,2
43,91,149,1
136,139,90,2
167,185,232,1
52,53,19,2
163,165,129,2
227,253,255,2
224,124,119,2
132,135,244,2
169,185,238,1
82,91,129,1
0,0,185,2
77,75,27,2
167,183,236,1
138,158,235,1
186,186,146,2
165,166,127,2
116,141,211,1
139,176,220,1
16,13,0,2
58,114,173,1
136,173,225,1
170,170,130,2
185,202,251,1
88,123,189,1
51,98,159,1
54,99,150,1
63,99,147,1
160,83,145,2
25,93,68,2
166,184,231,1
79,119,172,1
39,87,151,1
55,106,168,1
43,98,149,1
21,15,2,2
122,156,222,1
126,122,104,2
80,86,127,1
111,158,220,1
180,178,137,2
114,116,170,1
56,61,22,2
107,149,218,1
155,193,?,1
73,87,145,1
143,186,249,1
73,75,29,2
132,162,233,1
140,139,81,2
169,179,233,1
69,28,243,2
169,169,139,2
86,39,17,2
149,149,101,2
117,125,184,1
182,183,139,2
145,142,91,2
75,79,54,2
41,204,237,2
103,96,157,2
163,164,114,2
43,50,17,2
88,86,32,2
48,103,148,1
157,178,216,1
136,138,92,2
119,120,70,2
146,147,97,2
114,112,58,2
249,252,255,2
11,13,14,2
61,120,190,1
101,155,226,1
199,197,162,2
81,87,128,1
124,168,222,1
153,167,233,1
159,195,255,1
181,182,138,2
80,87,130,1
70,127,189,1
77,77,31,2
127,136,200,1
160,197,255,1
141,144,95,2
195,194,156,2
127,141,199,1
191,190,152,2
40,103,147,1
53,53,53,2
176,191,240,1
88,92,141,1
37,86,66,2
14,14,0,2
73,73,27,2
178,176,128,2
32,33,7,2
72,73,29,2
169,167,119,2
78,84,125,1
151,188,222,1
134,161,228,1
163,161,113,2
52,113,175,1
160,179,224,1
59,120,188,1
140,137,86,2
154,192,255,1
4,4,0,2
148,186,234,1
38,39,7,2
35,0,140,2
151,162,230,1
82,137,218,1
140,182,251,1
105,153,225,1
80,183,240,2
165,178,224,1
148,153,108,2
0,0,255,2
188,186,152,2
66,122,181,1
125,167,220,1
146,164,229,1
143,145,93,2
65,65,25,2
156,165,229,1
174,178,129,2
201,200,162,2
200,198,163,2
122,155,224,1
68,69,25,2
205,204,170,2
178,175,131,2
158,159,109,2
251,246,191,2
193,193,157,2
181,175,128,2
97,142,216,1
196,194,159,2
139,173,226,1
84,92,132,1
122,169,225,1
64,64,24,2
119,157,211,1
78,86,126,1
55,56,14,2
204,202,168,2
4,0,72,2
92,145,218,1
159,179,234,1
76,79,30,2
30,21,0,2
131,165,219,1
37,36,10,2
138,178,220,1
98,152,223,1
88,143,224,1
146,189,246,1
171,184,240,1
174,172,124,2
178,174,123,2
188,200,206,2
141,159,222,1
117,152,225,1
178,173,142,2
190,188,148,2
56,83,217,2
163,166,121,2
131,170,222,1
126,162,216,1
178,175,131,2
165,164,114,2
142,186,247,1
157,194,255,1
7,7,7,2
199,198,160,2
197,195,160,2
171,177,190,2
85,89,37,2
99,146,220,1
112,144,217,1
119,156,218,1
54,58,23,2
73,83,123,1
195,195,155,2
152,191,253,1
64,100,148,1
149,152,130,2
168,183,232,1
117,159,224,1
165,168,119,2
5,3,2,2
185,181,133,2
118,121,176,1
171,169,121,2
150,190,255,1
86,41,255,2
173,170,125,2
20,21,11,2
7,4,0,2
82,89,128,1
114,151,213,1
92,134,201,1
176,190,239,1
172,170,122,2
127,157,214,1
126,165,217,1
197,196,158,2
122,157,221,1
170,184,233,1
134,168,214,1
177,174,129,2
118,159,214,1
84,134,255,2
36,34,10,2
101,96,157,2
1,3,157,2
15,12,0,2
106,140,199,1
61,123,194,1
180,177,132,2
180,177,132,2
195,194,166,2
108,152,205,1
5,1,180,2
95,129,199,1
157,168,230,1
71,132,196,1
124,163,215,1
116,153,211,1
49,92,135,1
189,191,172,2
127,131,189,1
162,176,225,1
75,77,31,2
172,171,121,2
165,163,115,2
183,180,136,2
61,65,24,2
104,146,205,1
152,168,221,1
153,156,117,2
235,210,208,2
119,152,221,1
149,147,93,2
80,79,28,2
134,137,98,2
125,155,214,1
56,61,22,2
62,60,20,2
64,65,21,2
140,143,94,2
148,188,253,1
174,172,124,2
116,119,174,1
138,121,108,2
169,184,233,1
49,121,255,2
190,188,148,2
50,102,148,1
56,20,62,2
97,150,223,1
44,48,13,2
69,126,188,1
8,6,5,2
61,62,22,2
143,177,223,1
61,62,18,2
96,91,152,2
171,167,126,2
170,184,232,1
130,132,90,2
102,150,222,1
20,18,0,2
97,149,220,1
202,200,165,2
180,178,138,2
38,39,7,2
177,193,240,1
59,129,199,1
211,222,230,2
179,178,134,2
146,184,248,1
64,123,185,1
161,164,119,2
71,70,32,2
3,184,2,2
248,181,166,2
168,184,231,1
70,71,29,2
53,96,145,1
118,154,208,1
180,177,132,2
152,171,232,1
177,195,232,1
44,99,156,1
196,195,157,2
155,159,124,2
61,100,152,1
165,164,114,2
56,60,19,2
0,128,0,2
195,198,206,2
77,85,125,1
50,92,137,1
46,69,119,1
117,118,68,2
52,93,138,1
53,51,27,2
41,93,153,1
115,117,171,1
201,198,160,2
78,84,131,1
175,176,132,2
141,168,232,1
218,143,171,2
142,134,97,2
63,66,27,2
180,178,137,2
170,187,230,1
169,183,236,1
197,196,158,2
44,95,158,1
151,190,252,1
177,175,127,2
93,138,219,1
0,0,255,2
5,6,4,2
174,187,233,1
0,182,0,2
97,145,217,1
205,215,255,1
70,81,119,1
76,74,50,2
173,171,123,2
253,255,255,2
136,134,80,2
4,26,145,2
198,196,161,2
148,182,235,1
35,34,8,2
100,127,161,1
172,170,122,2
52,106,169,1
190,187,149,2
57,100,151,1
148,183,249,1
167,163,114,2
66,67,28,2
112,150,214,1
132,163,218,1
87,95,135,1
148,189,252,1
152,190,254,1
115,152,214,1
24,24,0,2
152,183,246,1
178,176,128,2
2,0,0,2
158,161,112,2
169,182,228,1
7,7,7,2
201,196,163,2
56,55,41,2
119,121,175,1
78,87,131,1
96,142,220,1
86,94,134,1
82,121,199,1
39,37,6,2
72,133,197,1
55,58,26,2
97,96,45,2
156,193,255,1
89,87,33,2
64,66,47,2
40,38,27,2
170,187,230,1
150,190,255,1
136,139,90,2
182,179,135,2
62,62,22,2
165,181,234,1
157,162,123,2
202,201,163,2
167,181,239,1
98,150,221,1
148,186,250,1
17,16,2,2
201,199,164,2
176,176,130,2
173,176,137,2
124,159,215,1
200,199,161,2
173,171,123,2
177,174,129,2
127,153,223,1
25,28,12,2
149,187,251,1
100,125,181,1
178,175,131,2
163,161,107,2
197,197,157,2
122,153,222,1
131,170,222,1
119,159,218,1
230,186,149,2
140,140,86,2
176,192,234,1
144,146,94,2
52,127,196,1
200,211,255,1
113,151,205,1
203,211,251,1
118,156,220,1
167,201,255,1
42,42,6,2
75,114,193,1
189,188,144,2
169,185,238,1
181,178,133,2
202,211,254,1
185,181,140,2
127,131,72,2
50,54,25,2
47,75,129,1
162,160,112,2
176,178,132,2
73,88,127,1
197,195,160,2
